client_id,client_type,first_name,last_name,date_of_birth,gender,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,listing_id,tower_number,transaction_date,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_ref,age,country_Australia,country_Belgium,country_Canada,country_Denmark,country_France,country_Germany,country_Mexico,country_Russia,country_Uk,country_Usa,region_Alberta,region_Arizona,region_Baja California,region_Bavaria,region_Berlin,region_British Columbia,region_Brittany,region_Brussels,region_California,region_Capital Region,region_Central Denmark,region_Colorado,region_England,region_Flanders,region_Florida,region_Georgia,region_Hamburg,region_Hesse,region_Ile-De-France,region_Jalisco,region_Kansas,region_Krasnodar Krai,region_Manitoba,region_Mexico City,region_Moscow Oblast,region_Nevada,region_New South Wales,region_New York,region_Normandy,region_North Denmark,region_North Rhine-Westphalia,region_Northern Ireland,region_Novosibirsk,region_Nuevo Leon,region_Occitanie,region_Ohio,region_Ontario,region_Oregon,region_Provence,region_Puebla,region_Quebec,region_Queensland,region_Saint Petersburg,region_Scotland,region_South Australia,region_Southern Denmark,region_Tatarstan,region_Texas,region_Utah,region_Victoria,region_Virginia,region_Wales,region_Wallonia,region_Washington,region_Western Australia,region_Wyoming,region_Zealand,Cluster,KMeans_Cluster,Hierarchical_Cluster
C0012,0,Kylax,Co,,M,1,1.0,No,2,2038,2,10-01-2024,Apartment,38,1604.75,"$529,317.28",Sold,C0012,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0013,1,Harley,Lucero,1962-08-10,M,0,0.0,Yes,2,1017,1,09-01-2024,Apartment,17,1434.09,"$432,679.91",Sold,C0013,0.5671641791044776,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0014,0,Esther,Co,1980-07-10,M,0,0.5,Yes,2,30485,3,10-01-2024,Apartment,57,1607.94,"$531,267.61",Sold,C0014,0.29850746268656714,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0015,1,Jaylynn,Hickman,,F,0,1.0,No,1,2013,2,07-01-2024,Apartment,13,785.48,"$236,639.56",Sold,C0015,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0016,1,Olivia,Oconnell,1939-09-03,F,1,1.0,No,2,90474,9,03-01-2024,Apartment,58,838.34,"$287,917.80",Sold,C0016,0.9104477611940298,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
C0017,1,Antonio,Porter,1977-01-08,M,0,0.5,No,1,3020,3,02-01-2024,Apartment,20,781.07,"$258,572.48",Sold,C0017,0.34328358208955223,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0018,1,Luke,Lynn,1967-02-07,M,0,0.25,Yes,0,180064,18,03-01-2024,Apartment,7,505.94,"$170,848.18",Sold,C0018,0.4925373134328358,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0019,1,Anahi,Curry,1957-09-09,M,0,1.0,Yes,1,150393,15,02-01-2024,Office,50,1841.5,"$579,649.56",Sold,C0019,0.6417910447761195,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0020,1,Camille,Sharp,,F,0,1.0,No,2,90399,9,05-01-2024,Apartment,48,1264.94,"$408,862.02",Sold,C0020,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0021,1,Jesus,Obrien,1938-06-09,M,1,0.5,No,2,3012,3,04-01-2024,Apartment,12,781.07,"$210,824.06",Sold,C0021,0.9253731343283582,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
C0022,1,Araceli,Nelson,,M,1,1.0,No,0,120060,12,04-01-2025,Apartment,7,1179.99,"$309,402.26",Sold,C0022,0.4477611940298507,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0023,1,Cole,Taylor,1958-12-06,M,0,0.5,Yes,2,2018,2,01-01-2024,Apartment,18,927.83,"$275,394.25",Sold,C0023,0.6268656716417911,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,1
C0024,1,Alonso,Terrell,1963-11-05,M,1,0.75,No,2,3001,3,02-01-2024,Apartment,1,579.75,"$171,262.65",Sold,C0024,0.5522388059701492,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
C0025,1,Rodolfo,Gibson,,M,0,0.25,Yes,2,190396,19,01-01-2024,Apartment,44,982.8,"$330,860.72",Sold,C0025,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0026,1,Joseph,Reeves,,M,1,1.0,No,2,90201,9,03-01-2024,Apartment,29,1426.22,"$414,854.52",Sold,C0026,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0027,1,Grant,Weber,1968-09-08,M,0,1.0,Yes,2,1012,1,01-01-2024,Apartment,12,1160.36,"$300,385.62",Sold,C0027,0.4776119402985074,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0028,1,Ava,Phelps,,F,0,0.5,No,1,30285,3,09-01-2024,Apartment,34,768.76,"$266,133.71",Sold,C0028,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0029,1,Kyla,Walker,,F,0,0.75,Yes,0,100431,10,07-01-2024,Office,50,1138.32,"$410,549.30",Sold,C0029,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0030,1,Alanna,Hess,,F,0,0.5,No,2,100052,10,04-01-2024,Apartment,5,1741.96,"$545,645.20",Sold,C0030,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0031,1,Skylar,Buchanan,,M,0,0.75,Yes,2,140160,14,02-01-2024,Office,17,686.6,"$258,061.02",Sold,C0031,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0032,1,Rodrigo,Robinson,1966-08-11,M,0,0.75,No,2,180398,18,01-01-2024,Office,45,1627.52,"$490,429.65",Sold,C0032,0.5074626865671642,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0033,1,Lydia,Tate,,F,0,0.5,Yes,2,110271,11,04-01-2024,Apartment,32,1285.87,"$335,848.08",Sold,C0033,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0034,1,Lauryn,Patrick,,F,0,0.25,No,0,10309,1,06-01-2024,Apartment,33,827.74,"$242,694.53",Sold,C0034,0.4477611940298507,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0035,1,Diego,Mendez,1965-05-12,M,0,0.5,No,0,3049,3,09-01-2024,Apartment,49,1283.45,"$338,181.18",Sold,C0035,0.5223880597014925,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0036,1,Victor,Jensen,1973-09-01,M,0,0.75,No,2,40410,4,01-01-2024,Apartment,47,805.88,"$216,571.38",Sold,C0036,0.4029850746268656,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0037,1,Scarlet,Hendricks,,F,0,1.0,Yes,2,70432,7,07-01-2024,Apartment,50,502.02,"$156,463.31",Sold,C0037,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0038,1,Janelle,Espinoza,,F,1,0.75,No,1,3031,3,01-01-2024,Apartment,31,1596.35,"$407,214.29",Sold,C0038,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,2
C0039,1,Aleksandra,Karenina,,F,0,0.0,No,0,30484,3,02-01-2024,Apartment,57,1607.94,"$626,247.03",Sold,C0039,0.4477611940298507,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0040,1,Conner,Huff,,M,0,1.0,No,2,2029,2,01-01-2024,Apartment,29,1109.25,"$310,223.29",Sold,C0040,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0041,1,Zain,Horne,,M,0,0.0,Yes,2,1003,1,04-01-2024,Office,3,717.05,"$193,660.62",Sold,C0041,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0042,1,Maia,Chandler,1975-08-12,F,0,0.0,Yes,2,3033,3,11-01-2024,Apartment,33,670.89,"$200,300.63",Sold,C0042,0.3731343283582089,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0
C0043,1,Jordyn,Park,1965-04-04,M,1,0.5,Yes,2,40057,4,03-01-2024,Apartment,5,786.98,"$185,668.22",Sold,C0043,0.5223880597014925,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0044,1,Diana,Hunt,,F,0,0.5,No,2,3025,3,02-01-2024,Apartment,25,923.21,"$296,483.14",Sold,C0044,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0045,1,Kevin,Mata,1968-10-12,M,1,0.25,No,0,130440,13,03-01-2024,Apartment,48,1728.84,"$592,737.69",Sold,C0045,0.4776119402985074,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0046,1,Brisa,Mckee,,F,0,1.0,No,1,20484,2,01-01-2024,Apartment,56,722.22,"$197,039.82",Sold,C0046,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0047,1,Mason,Gilbert,,M,0,0.25,No,0,80328,8,07-01-2024,Apartment,37,890.65,"$269,637.90",Sold,C0047,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0048,1,Derick,Li,,M,0,0.5,Yes,0,110015,11,07-01-2024,Apartment,2,938.0,"$292,903.12",Sold,C0048,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,3
C0049,1,Jace,Riggs,,F,0,0.0,No,2,5033,5,01-01-2024,Apartment,33,798.28,"$240,539.35",Sold,C0049,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0
C0050,1,Jair,Johns,1940-03-05,M,0,1.0,No,2,20025,2,03-01-2024,Apartment,3,645.84,"$197,536.00",Sold,C0050,0.8955223880597014,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
C0051,1,Matilda,Madden,1941-03-03,F,0,0.5,No,0,150424,15,05-01-2024,Apartment,53,696.04,"$214,855.74",Sold,C0051,0.880597014925373,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
C0052,1,Myla,Ewing,1967-02-03,F,1,0.25,No,1,5016,5,02-01-2024,Apartment,16,798.5,"$278,575.87",Sold,C0052,0.4925373134328358,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,0
C0053,1,Miguel,Walter,1954-01-07,M,0,0.75,No,0,100123,10,04-01-2024,Apartment,16,1169.15,"$368,589.72",Sold,C0053,0.6865671641791045,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
C0054,0,Bridger CAL,Co,,M,1,1.0,No,2,10222,1,01-01-2024,Apartment,25,1154.92,"$384,462.57",Sold,C0054,0.4477611940298507,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0055,1,Mara,Franco,1973-06-07,F,0,1.0,Yes,0,50137,5,02-01-2024,Apartment,18,1267.03,"$348,464.51",Sold,C0055,0.4029850746268656,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0056,1,Erik,Mora,1964-12-07,M,1,1.0,No,0,110514,11,01-01-2024,Office,61,1299.46,"$407,363.80",Sold,C0056,0.5373134328358209,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,2
C0057,1,Henry,Kennedy,1933-06-08,M,0,0.75,Yes,0,200214,20,05-01-2024,Office,26,1941.62,"$583,770.52",Sold,C0057,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,1
